SequenceId,GermlineDist,TargetDist
lcl_1123591-1,11.03448276,88.57142857
lcl_1129059-1,0.709219858,88.19444444
lcl_1127541-1,14.48275862,87.59124088
lcl_1129789-1,9.154929577,84.13793103
lcl_1134852-1,10.34482759,86.5248227
lcl_1143209-1,3.546099291,88.19444444
lcl_1120070-1,6.382978723,87.94326241
lcl_1136521-1,8.333333333,84.82758621
lcl_1143110-1,7.586206897,88.19444444
lcl_1139811-1,6.993006993,86.20689655
lcl_114053-3,4.225352113,88.11188811
lcl_1119180-1,11.80555556,85.31468531
lcl_1151526-1,8.510638298,89.05109489
lcl_1146356-1,8.450704225,90.07092199
lcl_1148161-1,13.10344828,89.05109489
lcl_1132459-1,14.08450704,82.9787234
lcl_1140529-1,9.219858156,86.42857143
lcl_1132664-1,11.80555556,87.14285714
lcl_1121940-1,6.993006993,83.67346939
lcl_1142423-1,6.993006993,87.41258741
lcl_1132333-1,11.80555556,89.05109489
lcl_1152725-1,9.85915493,83.91608392
lcl_1150387-1,13.79310345,88.32116788
lcl_112210-3,11.11111111,89.7810219
lcl_114121-3,10.41666667,89.28571429
lcl_1140022-1,8.510638298,84.72222222
lcl_1127982-1,13.69863014,89.7810219
lcl_1130279-1,12.83783784,85.91549296
lcl_1150642-1,11.11111111,89.7810219
lcl_1138100-1,9.154929577,86.80555556
lcl_113699-3,13.69863014,89.7810219
lcl_1130737-1,15.75342466,82.75862069
lcl_1121866-1,5.673758865,90.78014184
lcl_1143935-1,7.042253521,85.91549296
lcl_1123105-1,10.41666667,89.28571429
lcl_1118589-1,8.965517241,88.73239437
lcl_1149504-1,14.38356164,89.05109489
lcl_1125745-1,7.692307692,86.11111111
lcl_1151805-1,13.10344828,89.05109489
lcl_1142845-1,2.127659574,89.51048951
lcl_1138491-1,11.97183099,85.10638298
lcl_1129113-1,11.80555556,89.05109489
lcl_1123774-1,7.586206897,86.71328671
lcl_1137718-1,15.06849315,85.10638298
lcl_1141558-1,9.154929577,86.71328671
lcl_1127015-1,5.673758865,85.31468531
lcl_1117632-1,8.450704225,86.5248227
lcl_1149798-1,3.546099291,88.11188811
lcl_1149449-1,18.05555556,84.39716312
lcl_1126276-1,4.895104895,88.11188811
lcl_1133656-1,9.589041096,87.85714286
lcl_1125140-1,10.34482759,88.81118881
lcl_1142906-1,14.96598639,84.72222222
lcl_1128121-1,2.836879433,92.08633094
lcl_1121878-1,11.11111111,90.51094891
lcl_1138370-1,11.72413793,88.02816901
lcl_1142372-1,13.10344828,89.05109489
lcl_1118650-1,11.11111111,90.51094891
lcl_1150389-1,9.090909091,82.06896552
lcl_1146716-1,15.06849315,81.56028369
lcl_1140579-1,13.69863014,89.7810219
lcl_1151193-1,11.26760563,84.17266187
lcl_1138533-1,10.34482759,89.36170213
lcl_1146618-1,8.510638298,87.59124088
lcl_114371-3,13.69863014,89.7810219
lcl_1123920-1,2.127659574,88.02816901
lcl_1152733-1,6.338028169,90.71428571
lcl_1117834-1,13.01369863,81.08108108
lcl_1124642-1,8.391608392,89.7810219
lcl_1117859-1,8.391608392,86.01398601
lcl_1136332-1,4.195804196,88.88888889
lcl_1118972-1,4.225352113,88.81118881
lcl_1152715-1,10.41666667,89.28571429
lcl_1134023-1,13.69863014,89.7810219
lcl_1127442-1,18.79194631,77.02702703
lcl_1151937-1,6.993006993,87.41258741
lcl_1135897-1,6.25,84.93150685
lcl_1153337-1,9.219858156,88.57142857
lcl_1135323-1,2.127659574,86.80555556
lcl_1129057-1,7.092198582,91.42857143
lcl_1124009-1,13.69863014,89.7810219
lcl_1146093-1,8.02919708,84.89208633
lcl_1143637-1,15.49295775,78.08219178
lcl_1123919-1,9.79020979,85.91549296
lcl_1120355-1,6.338028169,86.80555556
lcl_1117483-1,9.722222222,89.92805755
lcl_1147395-1,6.382978723,88.11188811
lcl_1118818-1,4.255319149,89.28571429
lcl_1133429-1,11.03448276,88.65248227
lcl_1147253-1,4.929577465,86.80555556
lcl_1151584-1,9.090909091,82.06896552
lcl_1147928-1,6.338028169,91.36690647
lcl_1138694-1,11.72413793,87.14285714
lcl_1129526-1,18.49315068,84.28571429
lcl_1128233-1,9.154929577,81.63265306
lcl_1127192-1,7.638888889,87.94326241
lcl_1127228-1,11.18881119,87.14285714
lcl_1145384-1,9.154929577,86.71328671
lcl_113443-3,11.11111111,90.51094891
lcl_1140467-1,7.746478873,88.57142857
lcl_1148027-1,9.655172414,90
lcl_1153463-1,11.80555556,83.56164384
lcl_1118325-1,9.85915493,87.68115942
lcl_1122772-1,4.964539007,89.28571429
lcl_1132902-1,13.28671329,84.28571429
lcl_1148255-1,18.49315068,84.28571429
lcl_1143703-1,11.03448276,89.92805755
lcl_1119291-1,11.64383562,88.65248227
lcl_112965-3,13.79310345,88.32116788
lcl_1125649-1,13.69863014,89.7810219
lcl_1137604-1,11.11111111,99.27536232
lcl_1147177-1,7.80141844,88.02816901
lcl_1128086-1,11.11111111,90.51094891
lcl_1117975-1,9.722222222,89.20863309
lcl_1132055-1,11.26760563,84.17266187
lcl_1153902-1,9.722222222,87.32394366
lcl_1135990-1,10.34482759,89.36170213
lcl_1128487-1,11.03448276,88.57142857
lcl_1132128-1,7.638888889,86.61971831
lcl_1116835-1,7.80141844,87.5
lcl_1126754-1,4.929577465,89.36170213
lcl_1137224-1,11.11111111,89.7810219
lcl_1151381-1,19.46308725,79.86111111
lcl_1124213-1,2.127659574,88.11188811
lcl_1134096-1,12.05673759,86.5248227
lcl_1117733-1,11.80555556,89.7810219
lcl_1133139-1,18.05555556,83.68794326
lcl_1152756-1,4.964539007,89.85507246
lcl_1141879-1,10.41666667,89.28571429
lcl_1123964-1,7.638888889,86.11111111
lcl_1121919-1,9.85915493,87.5
lcl_1143259-1,4.964539007,88.11188811
lcl_1139646-1,4.225352113,88.11188811
lcl_1144780-1,13.79310345,88.32116788
lcl_1126689-1,4.929577465,90.14084507
lcl_112993-3,13.69863014,89.7810219
lcl_1133396-1,7.042253521,90
lcl_1138741-1,11.11111111,89.7810219
lcl_1123238-1,11.11111111,90.51094891
lcl_1134870-1,15.75342466,87.59124088
lcl_1137654-1,5.673758865,85.91549296
lcl_1140387-1,13.88888889,84.02777778
lcl_1153029-1,5.797101449,87.94326241
lcl_1132749-1,15.49295775,82.26950355
lcl_1142862-1,9.219858156,91.30434783
lcl_1133086-1,4.225352113,88.11188811
lcl_1136408-1,7.042253521,86.01398601
lcl_1149558-1,13.79310345,88.32116788
lcl_1153781-1,5.633802817,84.13793103
lcl_1146808-1,13.79310345,88.14814815
lcl_1129575-1,12.5,88.32116788
lcl_1130171-1,8.450704225,86.11111111
lcl_1119048-1,13.19444444,83.8028169
lcl_1143341-1,10.41666667,89.28571429
lcl_1145964-1,7.746478873,81.37931034
lcl_1135517-1,8.510638298,86.61971831
lcl_1144214-1,4.929577465,90.14084507
lcl_1128452-1,9.154929577,85.81560284
lcl_1123779-1,9.722222222,87.68115942
lcl_1132967-1,13.69863014,89.7810219
lcl_1138858-1,4.225352113,88.11188811
lcl_1154495-1,13.10344828,89.05109489
lcl_1117880-1,10.41666667,89.28571429
lcl_1152445-1,11.97183099,83.8028169
lcl_1133913-1,4.964539007,88.11188811
lcl_1137598-1,13.69863014,89.7810219
lcl_1128963-1,13.79310345,88.32116788
lcl_1149248-1,7.092198582,85.81560284
lcl_1148704-1,11.26760563,84.17266187
lcl_1129746-1,20.80536913,79.86111111
lcl_1154228-1,12.58741259,88.32116788
lcl_1136413-1,7.042253521,85.51724138
lcl_1135534-1,4.255319149,88.11188811
lcl_1131225-1,5.673758865,85.10638298
lcl_1135322-1,9.85915493,85.10638298
lcl_1154278-1,8.450704225,89.36170213
lcl_1132620-1,10.34482759,89.36170213
lcl_1142360-1,13.10344828,89.05109489
lcl_113775-3,13.79310345,88.32116788
lcl_1123726-1,4.964539007,88.11188811
lcl_1147830-1,2.836879433,92.02898551
lcl_1132524-1,13.98601399,85.10638298
lcl_1133835-1,15.75342466,80.40540541
lcl_1129378-1,2.836879433,90.20979021
lcl_1146173-1,11.34751773,82.06896552
lcl_1150374-1,11.80555556,87.14285714
lcl_1147482-1,11.11111111,88.57142857
lcl_1137236-1,7.042253521,88.57142857
lcl_1127210-1,2.836879433,88.19444444
lcl_1153360-1,4.225352113,88.11188811
lcl_1131430-1,11.26760563,84.17266187
lcl_1142197-1,15.75342466,87.59124088
lcl_1129672-1,9.090909091,90.07092199
lcl_1132215-1,9.090909091,90
lcl_1147439-1,11.11111111,90.51094891
lcl_1143717-1,14.08450704,80.28169014
lcl_1124310-1,7.80141844,88.73239437
lcl_1118587-1,0.709219858,89.36170213
lcl_1129440-1,15.75342466,87.59124088
lcl_1146240-1,6.474820144,85.71428571
lcl_1121434-1,2.127659574,86.80555556
lcl_1140445-1,8.510638298,86.11111111
lcl_1153920-1,7.80141844,89.28571429
lcl_1137388-1,4.225352113,88.11188811
lcl_1148126-1,8.450704225,90.51094891
lcl_1125910-1,8.571428571,86.5248227
lcl_1149905-1,15.06849315,85.10638298
lcl_1143982-1,7.092198582,85.91549296
lcl_1151980-1,18.79194631,77.02702703
lcl_1145643-1,15.75342466,87.59124088
lcl_1131313-1,14.28571429,84.61538462
lcl_1117057-1,7.746478873,85.91549296
lcl_1143487-1,12.5,87.85714286
lcl_1132263-1,11.03448276,90
lcl_1149034-1,5.594405594,89.43661972
lcl_1120721-1,11.11111111,90.51094891
lcl_1119706-1,15.06849315,85.10638298
lcl_1146938-1,20.13422819,76.35135135
lcl_1123956-1,11.72413793,85.31468531
lcl_1150815-1,13.69863014,89.7810219
lcl_1147998-1,8.391608392,86.61971831
lcl_1143366-1,13.10344828,89.05109489
lcl_1124110-1,6.338028169,84.82758621
lcl_1122944-1,13.79310345,87.76978417
lcl_1118854-1,15.06849315,85.10638298
lcl_1131704-1,11.26760563,85.71428571
lcl_1122059-1,13.79310345,88.32116788
lcl_1123428-1,4.929577465,85.51724138
lcl_1129820-1,6.382978723,86.01398601
lcl_1144653-1,7.80141844,89.92805755
lcl_1133543-1,9.090909091,83.56164384
lcl_1147404-1,18.75,82.9787234
lcl_1132913-1,9.655172414,90
lcl_1120936-1,14.96598639,83.91608392
lcl_1123570-1,8.510638298,87.14285714
lcl_1126436-1,10.34482759,88.48920863
lcl_1138396-1,13.79310345,88.32116788
lcl_1142831-1,4.929577465,92.70072993
lcl_1123208-1,7.142857143,87.14285714
lcl_1138906-1,13.28671329,84.28571429
lcl_1119594-1,11.26760563,86.71328671
lcl_1140730-1,7.746478873,88.73239437
lcl_1122276-1,4.964539007,86.80555556
lcl_1124836-1,9.79020979,89.28571429
lcl_1132695-1,9.85915493,88.48920863
lcl_1133904-1,10.56338028,88.65248227
lcl_1150886-1,13.28671329,84.28571429
lcl_1125599-1,7.638888889,88.11188811
lcl_1117903-1,8.391608392,89.43661972
lcl_1153974-1,3.521126761,87.41258741
lcl_1139050-1,6.382978723,88.02816901
lcl_1127373-1,7.692307692,86.80555556
lcl_1139342-1,7.042253521,90.64748201
lcl_1150671-1,5.633802817,87.32394366
lcl_1138186-1,11.72413793,87.94326241
lcl_1133192-1,10.41666667,89.28571429
lcl_113425-3,13.69863014,89.7810219
lcl_1119090-1,4.964539007,84.02777778
lcl_1152856-1,15.06849315,85.10638298
lcl_1146810-1,10.71428571,87.59124088
lcl_1120416-1,11.11111111,89.7810219
lcl_113081-3,15.06849315,85.10638298
lcl_1153944-1,9.090909091,88.02816901
lcl_1122792-1,7.042253521,89.28571429
lcl_1144437-1,4.195804196,86.89655172
lcl_1129854-1,11.80555556,89.7810219
lcl_1151614-1,11.80555556,89.05109489
lcl_1143940-1,8.450704225,87.94326241
lcl_1125836-1,2.127659574,86.71328671
lcl_1146979-1,10.48951049,85.51724138
lcl_1119952-1,9.154929577,85.61643836
lcl_1148596-1,11.80555556,89.05109489
lcl_1144954-1,7.042253521,87.41258741
lcl_1133284-1,11.11111111,90.51094891
lcl_1118941-1,2.836879433,89.51048951
lcl_1140763-1,11.80555556,87.14285714
lcl_1147514-1,13.60544218,89.28571429
lcl_1143634-1,10.34482759,84.13793103
lcl_1118429-1,7.80141844,89.20863309
lcl_1150903-1,4.195804196,85.03401361
lcl_1151566-1,9.722222222,82.87671233
lcl_1139185-1,8.391608392,86.11111111
lcl_1145202-1,7.042253521,89.28571429
lcl_114590-3,11.11111111,89.7810219
lcl_1142923-1,13.01369863,83.8028169
lcl_1149291-1,11.11111111,90.51094891
lcl_1153038-1,11.72413793,88.4057971
lcl_1136576-1,10.56338028,86.5248227
lcl_1130649-1,9.85915493,88.4057971
lcl_1119808-1,18.36734694,76
lcl_1138337-1,18.05555556,83.68794326
lcl_1145053-1,4.225352113,88.11188811
lcl_1119771-1,5.633802817,86.20689655
lcl_1142538-1,9.85915493,85.71428571
lcl_1140787-1,14.28571429,84.61538462
lcl_1148565-1,14.38356164,79.72972973
lcl_1146090-1,10.56338028,84.50704225
lcl_1148239-1,7.80141844,88.48920863
lcl_1132948-1,3.521126761,83.67346939
lcl_1122518-1,8.450704225,89.92805755
lcl_1146970-1,14.18918919,88.02816901
lcl_1134861-1,13.01369863,90.51094891
lcl_1144333-1,16.08391608,83.45323741
lcl_1130654-1,5.633802817,87.41258741
lcl_1148485-1,8.450704225,84.50704225
lcl_1137367-1,14.48275862,87.85714286
lcl_1142797-1,9.219858156,85.10638298
lcl_1131249-1,9.722222222,87.94326241
lcl_1132250-1,17.56756757,81.63265306
lcl_1131328-1,16.77852349,82.51748252
lcl_1153043-1,22.58064516,76.66666667
lcl_1126756-1,4.861111111,86.30136986
lcl_1136956-1,13.79310345,88.32116788
lcl_1122437-1,15.49295775,84.89208633
lcl_1116839-1,14.28571429,84.02777778
lcl_1138796-1,11.97183099,83.68794326
lcl_1134846-1,13.79310345,88.32116788
lcl_1148869-1,13.79310345,87.76978417
lcl_1156693-1,11.80555556,87.85714286
lcl_1172063-1,10.41666667,89.28571429
lcl_1155345-1,8.450704225,86.11111111
lcl_1156868-1,7.042253521,86.71328671
lcl_1176273-1,2.836879433,89.36170213
lcl_1175191-1,7.692307692,85.51724138
lcl_1191271-1,11.97183099,85.61151079
lcl_1171528-1,4.964539007,85.91549296
lcl_1184619-1,12.5,88.32116788
lcl_1158487-1,7.692307692,85.51724138
lcl_1190002-1,10.48951049,86.11111111
lcl_1162778-1,6.382978723,86.71328671
lcl_1175539-1,13.10344828,83.91608392
lcl_1174445-1,13.01369863,83.8028169
lcl_1191215-1,10.41666667,89.28571429
lcl_1182556-1,11.80555556,87.14285714
lcl_1186602-1,18.91891892,83.8028169
lcl_1171193-1,10.56338028,89.28571429
lcl_1178966-1,6.993006993,87.5862069
lcl_1168423-1,13.69863014,89.7810219
lcl_1188918-1,15.75342466,81.94444444
lcl_116411-3,15.06849315,85.10638298
lcl_1176866-1,11.18881119,84.39716312
lcl_1176056-1,7.194244604,88.32116788
lcl_1164399-1,2.836879433,85.41666667
lcl_1176747-1,20.80536913,79.86111111
lcl_1183334-1,4.964539007,87.41258741
lcl_1175913-1,13.19444444,82.87671233
lcl_1165781-1,13.69863014,89.7810219
lcl_1181028-1,11.11111111,89.7810219
lcl_1190275-1,3.546099291,88.81118881
lcl_1186384-1,14.38356164,89.05109489
lcl_1165874-1,8.510638298,84.50704225
lcl_1176509-1,15.43624161,83.56164384
lcl_1169051-1,8.510638298,89.85507246
lcl_1174064-1,7.692307692,89.36170213
lcl_1176249-1,6.338028169,90.71428571
lcl_1166438-1,18.05555556,84.39716312
lcl_1182044-1,11.97183099,84.17266187
lcl_1180140-1,8.450704225,84.50704225
lcl_1173258-1,15.06849315,85.10638298
lcl_117505-3,11.11111111,89.7810219
lcl_1162671-1,11.72413793,81.08108108
lcl_1175598-1,6.338028169,84.82758621
lcl_1187063-1,11.80555556,89.28571429
lcl_1181377-1,15.06849315,85.10638298
lcl_1161637-1,9.154929577,85.41666667
lcl_1190245-1,17.00680272,77.33333333
lcl_1165184-1,15.49295775,83.45323741
lcl_1179073-1,12.5,89.05109489
lcl_1169820-1,7.746478873,87.41258741
lcl_1177845-1,13.10344828,89.05109489
lcl_1165144-1,6.382978723,84.3537415
lcl_1185647-1,11.80555556,89.05109489
lcl_1181011-1,4.929577465,84.3537415
lcl_119124-3,11.11111111,90.51094891
lcl_1170562-1,9.85915493,83.8028169
lcl_1181817-1,11.11111111,89.7810219
lcl_1185242-1,8.450704225,84.50704225
lcl_1180455-1,10.56338028,86.5248227
lcl_1188493-1,5.633802817,84.13793103
lcl_1164704-1,4.964539007,88.11188811
lcl_1158324-1,9.219858156,87.23404255
lcl_1165055-1,2.836879433,89.28571429
lcl_1188215-1,4.929577465,90.07092199
lcl_1157742-1,11.80555556,89.05109489
lcl_1166723-1,2.836879433,88.73239437
lcl_117582-3,11.11111111,89.7810219
lcl_1159197-1,4.929577465,89.36170213
lcl_1184103-1,11.11111111,89.7810219
lcl_1157771-1,11.80555556,89.05109489
lcl_1166105-1,11.97183099,87.85714286
lcl_1192316-1,12.58741259,88.32116788
lcl_1176905-1,9.090909091,88.57142857
lcl_1192087-1,7.80141844,84.02777778
lcl_1186378-1,8.510638298,89.20863309
lcl_1166517-1,6.382978723,89.28571429
lcl_1174446-1,15.06849315,85.10638298
lcl_1169880-1,8.450704225,82.87671233
lcl_1165660-1,7.692307692,86.11111111
lcl_1161644-1,10.41666667,89.28571429
lcl_1164165-1,15.06849315,85.10638298
lcl_1158884-1,15.86206897,82.51748252
lcl_1184779-1,11.18881119,79.72972973
lcl_1164747-1,9.79020979,87.32394366
lcl_1164036-1,12.5,87.85714286
lcl_1185484-1,9.85915493,88.48920863
lcl_1169225-1,4.255319149,86.71328671
lcl_1155598-1,11.26760563,87.94326241
lcl_1161035-1,13.19444444,97.10144928
lcl_1157770-1,10.56338028,88.57142857
lcl_1156014-1,13.69863014,89.7810219
lcl_1188832-1,15.97222222,84.17266187
lcl_1175940-1,9.154929577,90.84507042
lcl_1161746-1,8.450704225,87.5
lcl_1187523-1,1.418439716,86.11111111
lcl_1182913-1,11.80555556,89.05109489
lcl_1182624-1,9.85915493,82.75862069
lcl_1171607-1,6.382978723,88.73239437
lcl_118417-3,13.79310345,88.32116788
lcl_116036-3,10.41666667,89.28571429
lcl_1182462-1,4.225352113,88.11188811
lcl_1176304-1,16.78321678,77.39726027
lcl_1189985-1,8.391608392,83.56164384
lcl_1176243-1,10.41666667,89.28571429
lcl_1177908-1,4.225352113,88.11188811
lcl_1176569-1,8.510638298,88.02816901
lcl_1181019-1,14.38356164,81.75675676
lcl_1169413-1,13.01369863,83.8028169
lcl_1159836-1,8.904109589,85.03401361
lcl_1183899-1,11.80555556,89.7810219
lcl_1163721-1,5.673758865,90
lcl_1167469-1,6.382978723,87.41258741
lcl_1183696-1,0.709219858,89.58333333
lcl_1165183-1,5.633802817,87.23404255
lcl_1179479-1,6.382978723,90.64748201
lcl_116147-3,13.10344828,89.05109489
lcl_1174658-1,12.5,87.85714286
lcl_1182612-1,15.06849315,85.10638298
lcl_1155830-1,14.96598639,83.91608392
lcl_1162213-1,9.219858156,88.57142857
lcl_1178669-1,13.79310345,88.32116788
lcl_1181451-1,13.60544218,87.14285714
lcl_1169152-1,2.112676056,89.43661972
lcl_1171003-1,9.219858156,83.21678322
lcl_1190221-1,11.11111111,89.7810219
lcl_1186158-1,9.352517986,86.33093525
lcl_1164935-1,4.195804196,87.5
lcl_1159660-1,16.77852349,82.51748252
lcl_1170406-1,11.88811189,86.11111111
lcl_1182488-1,12.58741259,91.36690647
lcl_1178060-1,7.80141844,90.78014184
lcl_1179779-1,8.510638298,87.23404255
lcl_1163208-1,15.75342466,84.39716312
lcl_1160325-1,8.391608392,85.61643836
lcl_1191092-1,8.510638298,86.61971831
lcl_1157449-1,14.48275862,87.59124088
lcl_1158223-1,10.41666667,88.57142857
lcl_1185631-1,10.41666667,83.56164384
lcl_1166488-1,13.79310345,87.32394366
lcl_1172215-1,2.127659574,88.11188811
lcl_1163028-1,4.225352113,88.11188811
lcl_1160988-1,4.195804196,88.88888889
lcl_1186564-1,6.338028169,86.11111111
lcl_117708-3,13.79310345,88.32116788
lcl_1185353-1,11.18881119,87.14285714
lcl_1179681-1,15.06849315,85.10638298
lcl_117684-3,11.11111111,90.51094891
lcl_1176318-1,8.391608392,86.20689655
lcl_1171772-1,13.01369863,83.8028169
lcl_1180266-1,13.79310345,87.76978417
lcl_1156861-1,10.34482759,84.93150685
lcl_1192384-1,21.47651007,79.16666667
lcl_1164535-1,6.293706294,91.36690647
lcl_1182300-1,12.58741259,82.87671233
lcl_1189646-1,9.154929577,87.41258741
lcl_1172364-1,7.692307692,84.82758621
lcl_1192111-1,9.85915493,83.91608392
lcl_1162334-1,11.72413793,88.65248227
lcl_1165321-1,6.382978723,87.94326241
lcl_1191986-1,4.195804196,88.81118881
lcl_1178620-1,11.03448276,83.44827586
lcl_1170599-1,3.546099291,88.11188811
lcl_1162807-1,2.127659574,88.65248227
lcl_1165512-1,7.746478873,86.89655172
lcl_1186165-1,4.964539007,89.51048951
lcl_1155446-1,7.692307692,85.51724138
lcl_1188037-1,4.225352113,87.41258741
lcl_1185211-1,2.836879433,90.07092199
lcl_1178648-1,13.60544218,84.72222222
lcl_1164181-1,5.673758865,84.02777778
lcl_1188508-1,14.28571429,84.61538462
lcl_1155794-1,10.41666667,89.28571429
lcl_1158234-1,13.88888889,84.61538462
lcl_1160014-1,7.638888889,86.11111111
lcl_1181341-1,12.92517007,85.41666667
lcl_1182399-1,11.26760563,89.28571429
lcl_1190358-1,7.746478873,87.5
lcl_1158232-1,14.48275862,87.05035971
lcl_1164120-1,14.38356164,83.09859155
lcl_1160783-1,9.090909091,90
lcl_1162957-1,6.338028169,90.71428571
lcl_1162600-1,12.5,97.82608696
lcl_1185368-1,10.41666667,89.28571429
lcl_1183781-1,12.92517007,87.85714286
lcl_1175221-1,5.555555556,90.07092199
lcl_1160165-1,9.154929577,88.11188811
lcl_1174768-1,5.673758865,88.81118881
lcl_1162561-1,14.28571429,84.61538462
lcl_1175989-1,10.41666667,89.28571429
lcl_1186383-1,15.75342466,84.39716312
lcl_1179882-1,8.510638298,88.02816901
lcl_1190191-1,11.88811189,85.91549296
lcl_1174437-1,14.48275862,87.05035971
lcl_1184854-1,4.929577465,89.43661972
lcl_1179718-1,11.26760563,84.17266187
lcl_1171818-1,7.042253521,86.80555556
lcl_1185306-1,3.521126761,89.58333333
lcl_1163136-1,10.41666667,87.05035971
lcl_1159872-1,10.95890411,88.73239437
lcl_1171091-1,9.85915493,88.48920863
lcl_1170550-1,7.042253521,89.92805755
lcl_1156354-1,6.338028169,84.82758621
lcl_1159047-1,11.80555556,87.14285714
lcl_1158510-1,12.5,86.61971831
lcl_1179423-1,15.06849315,85.10638298
lcl_1154732-1,11.72413793,89.7810219
lcl_1179633-1,4.225352113,88.11188811
lcl_1188445-1,11.11111111,90
lcl_1174877-1,4.929577465,89.43661972
lcl_1188541-1,6.382978723,85.91549296
lcl_1170244-1,7.692307692,84.72222222
lcl_1161956-1,12.5,85.81560284
lcl_1167508-1,14.28571429,84.61538462
lcl_115881-3,13.79310345,88.32116788
lcl_1165180-1,9.154929577,83.21678322
lcl_1175353-1,15.06849315,85.10638298
lcl_1171967-1,13.98601399,83.45323741
lcl_1168893-1,7.092198582,88.65248227
lcl_1177568-1,9.154929577,85.10638298
lcl_1170047-1,10.41666667,89.28571429
lcl_1157398-1,8.450704225,84.50704225
lcl_1165447-1,14.48275862,87.05035971
lcl_1168986-1,8.333333333,88.88888889
lcl_1189875-1,8.450704225,84.50704225
lcl_1161019-1,14.28571429,84.61538462
lcl_1166412-1,13.28671329,84.72222222
lcl_1174042-1,13.01369863,90.51094891
lcl_1168363-1,8.450704225,83.56164384
lcl_1171805-1,11.11111111,89.7810219
lcl_1155473-1,11.18881119,87.14285714
lcl_1173556-1,13.28671329,84.28571429
lcl_1174383-1,7.042253521,89.28571429
lcl_1169008-1,4.225352113,88.11188811
lcl_1189305-1,9.722222222,88.65248227
lcl_1167653-1,8.510638298,87.41258741
lcl_1185888-1,20.80536913,79.86111111
lcl_1166646-1,3.546099291,90.07092199
lcl_1186422-1,8.391608392,87.32394366
lcl_1168525-1,11.72413793,87.94326241
lcl_1171845-1,7.746478873,88.57142857
lcl_1183031-1,0.709219858,90.14084507
lcl_1171874-1,12.5,88.32116788
lcl_1164453-1,11.88811189,80.27210884
lcl_1167032-1,2.836879433,90.14084507
lcl_1167556-1,5.633802817,92.08633094
lcl_1191541-1,5.673758865,88.65248227
lcl_1167088-1,13.69863014,89.7810219
lcl_1179760-1,5.673758865,90.57971014
lcl_1180526-1,5.633802817,86.80555556
lcl_119209-3,8.450704225,86.11111111
lcl_1184022-1,18.49315068,81.11888112
lcl_1163857-1,10.48951049,86.11111111
lcl_1176345-1,9.154929577,85.81560284
lcl_1171276-1,11.11111111,89.7810219
lcl_1184416-1,9.722222222,88.73239437
lcl_1177526-1,13.79310345,88.32116788
lcl_1166178-1,4.225352113,90
lcl_1181747-1,8.275862069,87.94326241
lcl_1173147-1,9.85915493,82.75862069
lcl_1155048-1,3.496503497,88.27586207
lcl_1178128-1,11.72413793,87.94326241
lcl_1191498-1,6.382978723,90.07092199
lcl_1162680-1,15.49295775,83.45323741
lcl_1172982-1,6.993006993,90
lcl_1164519-1,5.797101449,87.94326241
lcl_1155432-1,15.27777778,81.25
lcl_1179238-1,5.673758865,85.61643836
lcl_1154914-1,7.638888889,86.80555556
lcl_1158144-1,1.418439716,89.58333333
lcl_1176914-1,6.993006993,90
lcl_1172101-1,11.11111111,90.51094891
lcl_1158655-1,12.5,87.85714286
lcl_1158760-1,4.964539007,91.24087591
lcl_1189193-1,8.450704225,84.13793103
lcl_1169472-1,13.10344828,89.05109489
lcl_1155858-1,11.11111111,88.57142857
lcl_1165494-1,2.112676056,90.07092199
lcl_1186430-1,8.510638298,90.78014184
lcl_1188846-1,11.11111111,89.7810219
lcl_1177466-1,2.127659574,88.02816901
lcl_1192334-1,8.450704225,85.61643836
lcl_1168741-1,11.26760563,84.89208633
lcl_1173132-1,11.11111111,90.51094891
lcl_1178952-1,2.898550725,90.64748201
lcl_1154696-1,4.861111111,86.89655172
lcl_1180935-1,4.964539007,88.65248227
lcl_1165468-1,14.38356164,83.21678322
lcl_1189630-1,17.00680272,85.71428571
lcl_1174058-1,13.79310345,88.32116788
lcl_1191089-1,8.510638298,87.85714286
lcl_1164207-1,8.333333333,88.65248227
lcl_1184670-1,18.05555556,84.39716312
lcl_1167201-1,9.027777778,88.02816901
lcl_1191964-1,2.836879433,89.43661972
lcl_1170776-1,10.48951049,90
lcl_1188699-1,6.382978723,87.14285714
lcl_1188986-1,9.219858156,87.14285714
lcl_1159151-1,7.092198582,88.65248227
lcl_1159249-1,11.51079137,86.66666667
lcl_1180269-1,11.72413793,87.14285714
lcl_1160938-1,9.79020979,82.31292517
lcl_1179773-1,11.11111111,90.51094891
lcl_1162212-1,10.2739726,84.82758621
lcl_1165637-1,11.18881119,85.21126761
lcl_1174672-1,9.090909091,90.07092199
lcl_1180228-1,13.28671329,83.44827586
lcl_1174737-1,4.964539007,83.56164384
lcl_1156356-1,9.219858156,88.65248227
lcl_1169005-1,9.219858156,83.21678322
lcl_1176806-1,6.382978723,89.43661972
lcl_1168352-1,9.154929577,84.61538462
lcl_1170058-1,0.709219858,88.19444444
lcl_1189638-1,9.722222222,86.5248227
lcl_1182306-1,13.10344828,89.05109489
lcl_1167623-1,13.79310345,88.32116788
lcl_1158404-1,11.80555556,89.05109489
lcl_1165419-1,9.79020979,87.23404255
lcl_1161249-1,2.112676056,88.81118881
lcl_1163706-1,4.929577465,86.80555556
lcl_1165376-1,7.638888889,90.71428571
lcl_1161091-1,11.88811189,87.05035971
