SequenceId,GermlineDist,TargetDist
lcl_1031757-1,10.48951049,90
lcl_1008396-1,9.154929577,88.73239437
lcl_1018629-1,11.11111111,81.08108108
lcl_1006822-1,13.98601399,83.57142857
lcl_1016075-1,14.38356164,84.17266187
lcl_1031608-1,13.01369863,81.08108108
lcl_1024235-1,10.48951049,87.76978417
lcl_101015-3,13.01369863,83.8028169
lcl_1009983-1,10.41666667,89.28571429
lcl_1029122-1,11.80555556,89.7810219
lcl_1005718-1,9.722222222,86.5248227
lcl_1008973-1,6.993006993,84.82758621
lcl_1019414-1,11.11111111,99.27536232
lcl_1030578-1,7.692307692,85.51724138
lcl_1032775-1,6.944444444,88.73239437
lcl_1017385-1,6.382978723,87.41258741
lcl_1013612-1,6.338028169,86.20689655
lcl_1031058-1,1.418439716,90.07092199
lcl_1005755-1,10.95890411,84.24657534
lcl_1009217-1,13.69863014,89.7810219
lcl_1015185-1,13.01369863,83.8028169
lcl_1025638-1,3.546099291,89.51048951
lcl_1022945-1,11.11111111,90
lcl_1019723-1,6.338028169,89.28571429
lcl_1008619-1,18.49315068,84.28571429
lcl_1034283-1,14.48275862,87.76978417
lcl_1013950-1,9.154929577,88.73239437
lcl_1024629-1,6.382978723,89.28571429
lcl_1015066-1,13.4751773,83.21678322
lcl_1009905-1,11.03448276,87.41258741
lcl_1006149-1,7.746478873,88.02816901
lcl_100656-3,13.69863014,89.7810219
lcl_1035892-1,11.72413793,87.14285714
lcl_1006580-1,11.64383562,87.85714286
lcl_1030393-1,6.993006993,84.82758621
lcl_1021352-1,4.255319149,86.71328671
lcl_1012896-1,13.79310345,88.32116788
lcl_1031222-1,8.965517241,87.94326241
lcl_1028883-1,11.26760563,88.11188811
lcl_1029735-1,10.48951049,80.40540541
lcl_1021655-1,13.79310345,88.32116788
lcl_1029289-1,11.80555556,89.05109489
lcl_1001529-1,12.58741259,86.13138686
lcl_1038104-1,9.655172414,90
lcl_1011249-1,7.692307692,88.11188811
lcl_1017913-1,8.571428571,85.71428571
lcl_1008602-1,7.042253521,87.41258741
lcl_1025642-1,13.10344828,87.85714286
lcl_1013397-1,3.496503497,88.11188811
lcl_1000813-1,4.225352113,88.11188811
lcl_1000749-1,3.546099291,86.89655172
lcl_1010560-1,7.692307692,86.80555556
lcl_1002413-1,6.382978723,87.23404255
lcl_1005775-1,15.75342466,87.59124088
lcl_1019125-1,4.255319149,86.61971831
lcl_1002754-1,4.964539007,89.28571429
lcl_1031910-1,6.338028169,90.78014184
lcl_1001795-1,2.836879433,87.94326241
lcl_1028873-1,9.722222222,90.57971014
lcl_1032682-1,9.154929577,83.8028169
lcl_1028128-1,9.79020979,85.10638298
lcl_1012367-1,11.88811189,87.05035971
lcl_1006309-1,9.154929577,87.41258741
lcl_1030813-1,9.929078014,85.10638298
lcl_1029831-1,9.79020979,83.56164384
lcl_1025975-1,4.255319149,87.41258741
lcl_1021187-1,6.896551724,88.19444444
lcl_102939-3,13.79310345,88.32116788
lcl_1027856-1,13.79310345,87.76978417
lcl_1032370-1,13.79310345,88.32116788
lcl_1031351-1,10.56338028,86.5248227
lcl_1015806-1,6.382978723,89.36170213
lcl_1009869-1,4.964539007,86.01398601
lcl_1013489-1,10.41666667,85.61151079
lcl_1003942-1,10.41666667,89.28571429
lcl_1017678-1,11.18881119,84.82758621
lcl_1014486-1,15.17241379,85
lcl_1022376-1,9.154929577,87.41258741
lcl_101677-3,11.11111111,89.7810219
lcl_1010496-1,9.79020979,86.71328671
lcl_1034370-1,4.964539007,88.11188811
lcl_1002771-1,15.06849315,85.10638298
lcl_1007503-1,3.546099291,90.20979021
lcl_1014678-1,12.5,88.32116788
lcl_1036949-1,9.090909091,90
lcl_1028053-1,21.33333333,76.51006711
lcl_1003667-1,8.391608392,89.43661972
lcl_1036571-1,7.092198582,88.02816901
lcl_1019265-1,15.06849315,85.10638298
lcl_1013918-1,13.69863014,89.7810219
lcl_1037384-1,3.521126761,90.14084507
lcl_102304-3,13.79310345,88.32116788
lcl_1005034-1,13.19444444,85.81560284
lcl_1005071-1,8.633093525,89.7810219
lcl_1012674-1,6.993006993,84.82758621
lcl_1011817-1,19.46308725,76.35135135
lcl_1017477-1,12.4137931,84.93150685
lcl_1024526-1,11.11111111,89.28571429
lcl_1022070-1,4.255319149,87.5
lcl_1027652-1,11.80555556,89.05109489
lcl_1017949-1,11.80555556,97.82608696
lcl_1028732-1,12.94964029,85.71428571
lcl_1034386-1,11.88811189,80.95238095
lcl_1023902-1,7.692307692,89.36170213
lcl_1028658-1,7.692307692,85.51724138
lcl_1014671-1,13.69863014,87.85714286
lcl_1030172-1,10.63829787,84.02777778
lcl_1016487-1,11.11111111,89.7810219
lcl_1013976-1,7.692307692,88.02816901
lcl_102789-3,10.41666667,89.28571429
lcl_1016652-1,4.225352113,88.11188811
lcl_1034608-1,9.090909091,85.41666667
lcl_1028585-1,15.06849315,85.10638298
lcl_1007246-1,7.042253521,87.32394366
lcl_1020211-1,11.11111111,83.91608392
lcl_1003000-1,11.11111111,87.23404255
lcl_1034550-1,11.11111111,90.51094891
lcl_1000602-1,4.255319149,88.19444444
lcl_1011876-1,13.19444444,83.33333333
lcl_1036777-1,6.338028169,83.91608392
lcl_1004383-1,11.18881119,84.39716312
lcl_1001770-1,6.293706294,88.19444444
lcl_1009591-1,9.027777778,86.89655172
lcl_1003826-1,6.25,86.80555556
lcl_1031417-1,5.673758865,89.28571429
lcl_1017303-1,11.88811189,84.02777778
lcl_1030825-1,11.72413793,81.08108108
lcl_1011499-1,14.96598639,83.91608392
lcl_1036504-1,9.090909091,86.01398601
lcl_101881-3,11.80555556,89.05109489
lcl_1030241-1,13.79310345,88.32116788
lcl_1013802-1,5.797101449,87.94326241
lcl_1026666-1,15.06849315,85.10638298
lcl_1020051-1,9.219858156,81.63265306
lcl_1002021-1,12.32876712,86.30136986
lcl_1029392-1,6.293706294,86.89655172
lcl_1012429-1,3.546099291,90
lcl_1003734-1,11.11111111,85.91549296
lcl_1014382-1,13.69863014,89.7810219
lcl_1015174-1,15.17241379,82.85714286
lcl_1020460-1,11.88811189,84.50704225
lcl_1004564-1,11.97183099,84.28571429
lcl_1017328-1,13.69863014,89.7810219
lcl_1007173-1,13.79310345,88.32116788
lcl_1017187-1,9.79020979,89.28571429
lcl_1008483-1,14.96598639,83.91608392
lcl_1013215-1,7.092198582,89.92805755
lcl_100122-3,4.255319149,88.02816901
lcl_1014044-1,12.5,88.32116788
lcl_1006031-1,4.255319149,90
lcl_1036425-1,13.79310345,88.48920863
lcl_1007675-1,9.85915493,86.71328671
lcl_1009299-1,13.10344828,89.05109489
lcl_1029240-1,13.69863014,89.7810219
lcl_1001453-1,6.382978723,87.14285714
lcl_1032262-1,17.36111111,82.51748252
lcl_1011511-1,7.692307692,89.20863309
lcl_1036216-1,13.38028169,85.61151079
lcl_1036520-1,11.03448276,82.87671233
lcl_1014569-1,13.60544218,84.72222222
lcl_1037755-1,9.090909091,90
lcl_1019328-1,5.633802817,90
lcl_1025794-1,11.80555556,89.13043478
lcl_1018640-1,9.027777778,85.51724138
lcl_1010005-1,11.11111111,89.7810219
lcl_1010548-1,18.05555556,83.68794326
lcl_1004457-1,5.673758865,88.11188811
lcl_1016899-1,2.836879433,87.5
lcl_1024262-1,9.219858156,88.65248227
lcl_102174-3,13.01369863,83.8028169
lcl_1030329-1,13.79310345,88.14814815
lcl_1036889-1,5.633802817,91.42857143
lcl_1014186-1,10.63829787,81.81818182
lcl_1014503-1,11.11111111,90
lcl_1012094-1,15.75342466,80.85106383
lcl_1022540-1,22.81879195,77.55102041
lcl_1026535-1,8.965517241,85.51724138
lcl_1030558-1,4.964539007,89.28571429
lcl_1003668-1,5.673758865,87.5
lcl_1016263-1,8.163265306,90
lcl_1019456-1,2.836879433,88.81118881
lcl_1035370-1,14.48275862,87.05035971
lcl_1009386-1,15.54054054,86.42857143
lcl_1030200-1,12.5,97.82608696
lcl_1005922-1,7.746478873,86.01398601
lcl_1001533-1,1.418439716,88.65248227
lcl_1033245-1,13.69863014,89.7810219
lcl_1017590-1,11.11111111,89.7810219
lcl_1013296-1,11.11111111,89.7810219
lcl_1012935-1,12.58741259,87.14285714
lcl_1029827-1,3.521126761,88.65248227
lcl_1024610-1,12.58741259,83.44827586
lcl_1027791-1,6.944444444,87.94326241
lcl_1002012-1,8.391608392,83.56164384
lcl_1036159-1,0.709219858,89.43661972
lcl_1012913-1,4.964539007,89.92805755
lcl_1004179-1,13.69863014,85.71428571
lcl_1004075-1,12.4137931,86.42857143
lcl_1011746-1,3.546099291,88.11188811
lcl_1025645-1,4.225352113,87.41258741
lcl_1028631-1,9.154929577,87.41258741
lcl_1036906-1,3.597122302,86.61971831
lcl_1008747-1,13.69863014,89.7810219
lcl_1037445-1,4.225352113,88.11188811
lcl_1008870-1,12.5,86.5248227
lcl_1013414-1,11.80555556,87.14285714
lcl_1026040-1,4.929577465,85.03401361
lcl_1036965-1,13.79310345,88.32116788
lcl_1026025-1,13.19444444,82.87671233
lcl_1010490-1,13.01369863,83.8028169
lcl_1024145-1,11.80555556,89.7810219
lcl_1003511-1,8.450704225,84.50704225
lcl_1016277-1,13.79310345,87.76978417
lcl_1000705-1,4.255319149,84.72222222
lcl_1015070-1,7.042253521,86.30136986
lcl_100146-3,4.225352113,88.11188811
lcl_1009583-1,10.56338028,86.5248227
lcl_1002508-1,6.382978723,87.32394366
lcl_103751-3,13.79310345,88.32116788
lcl_1027568-1,5.797101449,87.94326241
lcl_1019237-1,6.993006993,83.10810811
lcl_1007458-1,9.79020979,86.11111111
lcl_1007320-1,3.521126761,88.19444444
lcl_1010301-1,13.19444444,97.82608696
lcl_1014448-1,6.52173913,85.81560284
lcl_1015953-1,9.219858156,83.21678322
lcl_1025921-1,11.88811189,79.05405405
lcl_1020309-1,11.11111111,99.27536232
lcl_1013035-1,3.546099291,87.41258741
lcl_1033287-1,11.11111111,89.7810219
lcl_101973-3,13.79310345,88.32116788
lcl_1000055-1,11.88811189,80.95238095
lcl_1038132-1,9.090909091,88.02816901
lcl_1029171-1,7.042253521,88.57142857
lcl_1024340-1,2.816901408,91.60839161
lcl_1027629-1,10.41666667,83.56164384
lcl_1035520-1,4.964539007,89.28571429
lcl_1000636-1,4.255319149,88.02816901
lcl_1031769-1,11.11111111,89.7810219
lcl_1003244-1,11.72413793,87.14285714
lcl_1011131-1,13.79310345,88.32116788
lcl_102159-3,10.41666667,89.28571429
lcl_1033630-1,10.41666667,89.28571429
lcl_1014220-1,15.06849315,85.10638298
lcl_1033663-1,6.474820144,85.71428571
lcl_1021412-1,15.17241379,86.86131387
lcl_1011335-1,4.929577465,87.5
lcl_1033174-1,6.338028169,87.5
lcl_1002324-1,11.11111111,89.7810219
lcl_1000866-1,5.633802817,91.42857143
lcl_1027496-1,10.41666667,84.13793103
lcl_1024111-1,7.092198582,85.81560284
lcl_1025010-1,2.836879433,88.19444444
lcl_1020086-1,11.11111111,90.51094891
lcl_1014049-1,13.79310345,88.32116788
lcl_1003182-1,1.418439716,88.88888889
lcl_1005316-1,13.79310345,88.32116788
lcl_1005141-1,5.673758865,89.36170213
lcl_1012749-1,13.01369863,90.51094891
lcl_1009698-1,13.69863014,89.7810219
lcl_1017483-1,12.58741259,82.3943662
lcl_1005854-1,11.11111111,89.7810219
lcl_100846-3,11.11111111,90.51094891
lcl_1011680-1,2.127659574,88.81118881
lcl_101194-3,13.69863014,89.7810219
lcl_1035638-1,8.450704225,87.14285714
lcl_1011644-1,11.11111111,90.51094891
lcl_1007600-1,9.79020979,86.61971831
lcl_1002840-1,10.41666667,88.73239437
lcl_1001875-1,7.692307692,89.20863309
lcl_1038401-1,9.219858156,84.13793103
lcl_1024089-1,16.55172414,82.3943662
lcl_1035913-1,13.01369863,81.08108108
lcl_1037955-1,13.79310345,88.14814815
lcl_1003002-1,7.746478873,87.5
lcl_1008105-1,11.88811189,85.21126761
lcl_1032474-1,14.28571429,84.61538462
lcl_1031050-1,4.929577465,84.3537415
lcl_1036515-1,13.10344828,86.42857143
lcl_100349-3,11.11111111,90.51094891
lcl_1015642-1,6.338028169,90
lcl_1021324-1,11.11111111,90.51094891
lcl_1009017-1,10.41666667,89.28571429
lcl_1026352-1,2.127659574,91.30434783
lcl_1027029-1,11.80555556,89.7810219
lcl_1008780-1,7.092198582,91.42857143
lcl_1017235-1,11.88811189,85.21126761
lcl_1017073-1,13.69863014,80.40540541
lcl_1020097-1,13.69863014,89.7810219
lcl_1021715-1,5.673758865,90
lcl_1023499-1,10.41666667,88.57142857
lcl_1009885-1,4.225352113,88.11188811
lcl_1003220-1,8.391608392,86.80555556
lcl_1038083-1,3.521126761,90.64748201
lcl_1016015-1,10.48951049,80.40540541
lcl_1012237-1,11.34751773,80.85106383
lcl_1031413-1,16.77852349,82.51748252
lcl_1035735-1,13.79310345,88.32116788
lcl_1032218-1,12.94964029,85.71428571
lcl_1010071-1,5.594405594,84.72222222
lcl_1017126-1,13.79310345,87.76978417
lcl_1034247-1,13.01369863,84.13793103
lcl_1019268-1,11.72413793,87.94326241
lcl_1012800-1,9.154929577,83.8028169
lcl_1011347-1,12.32876712,85.31468531
lcl_1016806-1,14.58333333,79.86111111
lcl_1028158-1,8.450704225,87.41258741
lcl_1053110-1,13.10344828,89.05109489
lcl_1051274-1,8.450704225,84.50704225
lcl_1045671-1,2.127659574,88.73239437
lcl_1057147-1,10.34482759,85.21126761
lcl_1075162-1,4.964539007,92.8057554
lcl_1067400-1,8.391608392,84.82758621
lcl_1059353-1,6.293706294,88.11188811
lcl_1042516-1,13.79310345,88.32116788
lcl_1069917-1,7.092198582,91.42857143
lcl_1055462-1,4.255319149,91.42857143
lcl_1075523-1,11.18881119,85.71428571
lcl_1066120-1,9.655172414,90
lcl_1045403-1,2.836879433,88.11188811
lcl_1046395-1,3.521126761,88.65248227
lcl_1076397-1,11.34751773,81.11888112
lcl_1076426-1,13.10344828,89.05109489
lcl_1058033-1,4.255319149,89.85507246
lcl_1057206-1,7.80141844,83.44827586
lcl_1042653-1,6.382978723,92.08633094
lcl_1060653-1,4.255319149,87.41258741
lcl_1073175-1,3.546099291,88.88888889
lcl_1067512-1,11.11111111,89.7810219
lcl_1052413-1,13.69863014,89.7810219
lcl_1062733-1,12.05673759,87.05035971
lcl_1063767-1,6.52173913,87.23404255
lcl_1045143-1,9.722222222,86.5248227
lcl_1064148-1,14.96598639,85.10638298
lcl_1056210-1,12.58741259,88.32116788
lcl_1076425-1,4.255319149,88.11188811
lcl_1057961-1,8.391608392,86.61971831
lcl_1070892-1,12.76595745,85.81560284
lcl_1059989-1,11.18881119,79.72972973
lcl_1051586-1,15.38461538,82.51748252
lcl_1056107-1,11.97183099,88.65248227
lcl_1073365-1,9.154929577,83.56164384
lcl_1064057-1,11.97183099,84.17266187
lcl_1048701-1,6.293706294,89.85507246
lcl_1061622-1,2.836879433,86.80555556
lcl_1060887-1,11.80555556,85.10638298
lcl_1049594-1,10.41666667,89.28571429
lcl_1046555-1,13.28671329,84.39716312
lcl_1045427-1,7.092198582,91.42857143
lcl_105429-3,11.11111111,89.7810219
lcl_1070683-1,10.41666667,89.28571429
lcl_1062326-1,1.418439716,88.73239437
lcl_1038957-1,11.11111111,90.51094891
lcl_1058644-1,11.80555556,89.05109489
lcl_1073179-1,9.090909091,81.63265306
lcl_1077182-1,6.293706294,90.71428571
lcl_1074274-1,9.154929577,88.57142857
lcl_105971-3,4.225352113,88.11188811
lcl_1038717-1,11.11111111,88.65248227
lcl_1046681-1,11.11111111,89.7810219
lcl_1040200-1,4.255319149,84.13793103
lcl_1072997-1,10.95890411,91.30434783
lcl_1058410-1,8.275862069,89.43661972
lcl_106868-3,13.79310345,88.32116788
lcl_1076672-1,12.58741259,88.32116788
lcl_1052158-1,11.80555556,89.05109489
lcl_1060474-1,6.338028169,89.28571429
lcl_1056271-1,7.092198582,86.80555556
lcl_1039719-1,9.929078014,85.81560284
lcl_1068041-1,0.709219858,90.07092199
lcl_1076975-1,13.28671329,84.28571429
lcl_1041004-1,5.673758865,89.28571429
lcl_1040969-1,18.18181818,78.16901408
lcl_1064671-1,4.225352113,88.11188811
lcl_104855-3,14.28571429,84.61538462
lcl_1068234-1,2.127659574,90.71428571
lcl_1049330-1,15.06849315,85.10638298
lcl_1061958-1,7.092198582,88.65248227
lcl_1060969-1,4.225352113,88.11188811
lcl_105712-3,11.11111111,89.7810219
lcl_1073478-1,5.633802817,85.51724138
lcl_1063041-1,11.80555556,89.05109489
lcl_1064802-1,12.5,87.85714286
lcl_1064016-1,16.32653061,82.51748252
lcl_1042258-1,6.293706294,85.51724138
lcl_1072207-1,2.836879433,92.08633094
lcl_1061246-1,7.746478873,87.94326241
lcl_1042782-1,6.993006993,89.36170213
lcl_1075800-1,9.154929577,85.81560284
lcl_104387-3,13.79310345,88.32116788
lcl_1070727-1,8.450704225,84.50704225
lcl_1043328-1,14.38356164,83.44827586
lcl_1056609-1,5.673758865,86.20689655
lcl_1053311-1,11.11111111,89.7810219
lcl_1072086-1,12.4137931,86.61971831
lcl_1063308-1,2.836879433,87.32394366
lcl_1071071-1,15.06849315,85.10638298
lcl_1042708-1,15.49295775,84.89208633
lcl_1057419-1,18.49315068,84.28571429
lcl_1041161-1,15.06849315,85.10638298
lcl_1070700-1,6.338028169,84.82758621
lcl_1051503-1,11.26760563,86.42857143
lcl_1063285-1,13.19444444,85
lcl_1061931-1,13.79310345,88.32116788
lcl_1066920-1,4.861111111,88.19444444
lcl_1062240-1,7.692307692,90
lcl_1057871-1,1.418439716,87.5
lcl_1040875-1,0.709219858,90.78014184
lcl_1072824-1,9.79020979,89.28571429
lcl_1056589-1,9.722222222,91.36690647
lcl_1060870-1,11.11111111,89.7810219
lcl_1040222-1,9.090909091,86.71328671
lcl_1043008-1,5.594405594,85.61643836
lcl_1072028-1,7.692307692,88.81118881
lcl_1073336-1,13.79310345,88.32116788
lcl_1046460-1,10.34482759,88.57142857
lcl_1047770-1,11.80555556,84.50704225
lcl_1055494-1,7.092198582,88.19444444
lcl_1058480-1,11.42857143,84.39716312
lcl_1051508-1,8.391608392,90.78014184
lcl_1075397-1,12.58741259,86.5248227
lcl_1046301-1,6.206896552,88.19444444
lcl_1074330-1,10.41666667,89.28571429
lcl_1058242-1,5.594405594,90.20979021
lcl_1075655-1,13.69863014,89.7810219
lcl_1043629-1,7.746478873,88.57142857
lcl_1060726-1,13.69863014,89.7810219
lcl_1077187-1,10.48951049,85.81560284
lcl_1039696-1,2.127659574,88.02816901
lcl_1043658-1,4.895104895,86.80555556
lcl_1047580-1,4.929577465,86.20689655
lcl_1040952-1,7.092198582,89.85507246
lcl_1074885-1,5.035971223,87.41258741
lcl_1076239-1,13.10344828,89.05109489
lcl_1068976-1,9.154929577,87.41258741
lcl_1053432-1,7.092198582,89.28571429
lcl_1044519-1,10.56338028,90.71428571
lcl_1075481-1,11.11111111,90
lcl_105494-3,13.69863014,89.7810219
lcl_1076105-1,9.655172414,90
lcl_1055989-1,18.36734694,76
lcl_1041709-1,8.333333333,91.4893617
lcl_1048513-1,11.11111111,89.7810219
lcl_103924-3,11.11111111,89.7810219
lcl_1058904-1,11.88811189,86.11111111
lcl_1041280-1,13.79310345,88.32116788
lcl_1043528-1,13.01369863,90.51094891
lcl_1075175-1,5.673758865,86.71328671
lcl_1059740-1,15.49295775,83.45323741
lcl_1076086-1,9.722222222,82.31292517
lcl_1061584-1,7.692307692,85.51724138
lcl_1059606-1,9.090909091,90.07092199
lcl_1071004-1,4.964539007,92.02898551
lcl_1040831-1,4.255319149,85.41666667
lcl_1066871-1,0.709219858,88.88888889
lcl_1039215-1,9.219858156,86.11111111
lcl_1064916-1,7.80141844,83.44827586
lcl_1060328-1,15.75342466,87.59124088
lcl_1047886-1,3.546099291,87.41258741
lcl_1066186-1,10.56338028,85.41666667
lcl_1066403-1,5.797101449,87.94326241
lcl_1063498-1,6.293706294,89.43661972
lcl_1071618-1,10.56338028,86.5248227
lcl_1067032-1,4.964539007,90.57971014
lcl_1072288-1,11.18881119,87.14285714
lcl_1066769-1,13.79310345,88.32116788
lcl_1042012-1,11.11111111,86.01398601
lcl_1066569-1,4.964539007,86.11111111
lcl_10685-11,13.79310345,88.32116788
lcl_1064246-1,13.69863014,89.7810219
lcl_1042345-1,19.46308725,76.35135135
lcl_1042962-1,14.38356164,84.72222222
lcl_1059092-1,11.80555556,89.05109489
lcl_1053128-1,13.01369863,83.8028169
lcl_1045601-1,11.11111111,89.7810219
lcl_1073348-1,9.154929577,87.85714286
lcl_1066974-1,7.092198582,89.28571429
lcl_1076995-1,11.72413793,87.14285714
lcl_1047210-1,12.58741259,88.32116788
lcl_1073457-1,13.79310345,88.48920863
lcl_1070876-1,14.38356164,86.61971831
lcl_1050282-1,5.633802817,87.23404255
lcl_1051150-1,8.450704225,84.50704225
lcl_1052902-1,11.03448276,84.24657534
lcl_1064821-1,4.255319149,89.92805755
lcl_1062282-1,2.836879433,92.08633094
lcl_1050567-1,5,87.14285714
lcl_1040700-1,4.225352113,88.11188811
lcl_1062385-1,9.85915493,89.13043478
lcl_1059642-1,9.219858156,86.95652174
lcl_1043061-1,11.26760563,87.94326241
lcl_1061161-1,7.746478873,87.23404255
lcl_1047305-1,9.090909091,87.32394366
lcl_1057828-1,7.746478873,86.71328671
lcl_1046507-1,6.382978723,92.08633094
lcl_1056855-1,3.521126761,88.19444444
lcl_105225-3,11.11111111,89.7810219
lcl_1060575-1,9.219858156,84.02777778
lcl_1047247-1,9.027777778,85.91549296
lcl_1061547-1,5.633802817,92.75362319
lcl_1063176-1,12.32876712,88.57142857
lcl_1042970-1,8.333333333,89.28571429
lcl_1048230-1,9.655172414,84.82758621
lcl_1068157-1,5.594405594,88.11188811
lcl_1072868-1,2.836879433,90.07092199
lcl_1043809-1,11.80555556,85.31468531
lcl_1046737-1,9.154929577,87.32394366
lcl_1047699-1,5.633802817,90
lcl_1039939-1,1.418439716,88.19444444
lcl_1066170-1,5.673758865,89.28571429
lcl_1071232-1,11.11111111,89.7810219
lcl_1071906-1,7.042253521,88.11188811
